Event Name,Event ID,Order #,Order Date,Quantity,Ticket Type,Order Type,What gender do you identify with?,What's your postal code?,What operating system are you using?,How did you hear about this event?
Kitchener-Waterloo: Data Insights with Python for Beginners on September 26th,17610575706,443322622,2015-07-30,1,"Yes, I'd like to attend!",PayPal Completed,Female,N2N3L9,Windows,From a Friend
Kitchener-Waterloo: Data Insights with Python for Beginners on September 26th,17610575706,445066211,2015-08-06,1,"Yes, I'd like to mentor!",Free Order,Female,N2L 3K4,,Other
Kitchener-Waterloo: Data Insights with Python for Beginners on September 26th,17610575706,446640732,2015-08-12,1,"Yes, I'd like to mentor!",Free Order,Female,N2L3K4,,From a Friend
Kitchener-Waterloo: Data Insights with Python for Beginners on September 26th,17610575706,457577128,2015-09-22,1,"Yes, I'd like to attend!",PayPal Completed,Female,N2J4M4,Mac,From a Friend
Kitchener-Waterloo: Data Insights with Python for Beginners on September 26th,17610575706,454827946,2015-09-13,1,"Yes, I'd like to mentor!",Free Order,Female,n2p1z6,,Other
Kitchener-Waterloo: Data Insights with Python for Beginners on September 26th,17610575706,448137738,2015-08-18,1,"Yes, I'd like to attend!",PayPal Completed,Female,N2L 2T4,Windows,Facebook | From a Friend
Kitchener-Waterloo: Data Insights with Python for Beginners on September 26th,17610575706,452004489,2015-09-02,1,"Yes, I'd like to attend!",PayPal Completed,Female,N2H1R1,Mac,Other
Kitchener-Waterloo: Data Insights with Python for Beginners on September 26th,17610575706,458495657,2015-09-25,1,"Yes, I'd like to attend!",PayPal Completed,Female,N2L 3G1,Mac,Other
Kitchener-Waterloo: Data Insights with Python for Beginners on September 26th,17610575706,448113643,2015-08-18,1,"Yes, I'd like to attend!",PayPal Completed,Female,n2n1a4,Windows,Other
Kitchener-Waterloo: Data Insights with Python for Beginners on September 26th,17610575706,454324717,2015-09-11,1,"Yes, I'd like to attend!",PayPal Completed,Female,M5R 3B5,Mac,Twitter
Kitchener-Waterloo: Data Insights with Python for Beginners on September 26th,17610575706,458442259,2015-09-25,1,"Yes, I'd like to attend!",PayPal Completed,Female,N2T2S7,Windows,From a Friend
Kitchener-Waterloo: Data Insights with Python for Beginners on September 26th,17610575706,452406520,2015-09-03,1,"Yes, I'd like to attend!",PayPal Completed,Female,n2l 4x6,Windows,Other
Kitchener-Waterloo: Data Insights with Python for Beginners on September 26th,17610575706,440771558,2015-07-20,1,"Yes, I'd like to attend!",PayPal Completed,Female,N2L3W6,Windows,Other
Kitchener-Waterloo: Data Insights with Python for Beginners on September 26th,17610575706,443198195,2015-07-30,1,"Yes, I'd like to mentor!",Free Order,Male,N3A 2C3,,From a Friend
Kitchener-Waterloo: Data Insights with Python for Beginners on September 26th,17610575706,455461928,2015-09-15,1,"Yes, I'd like to attend!",PayPal Completed,Female,N1H 5R7,Windows,From a Friend
Kitchener-Waterloo: Data Insights with Python for Beginners on September 26th,17610575706,448882385,2015-08-21,1,"Yes, I'd like to attend!",PayPal Completed,Female,N2T2T7,Windows,Other
Kitchener-Waterloo: Data Insights with Python for Beginners on September 26th,17610575706,455822849,2015-09-16,1,"Yes, I'd like to attend!",PayPal Completed,Female,N2A 1Y4,Windows,Other
Calgary: Data Insights with Python for Beginners on September 26th,17610580721,440473553,2015-07-18,1,"Yes, I'd like to attend!",PayPal Completed,Male,T2R0R6,Mac,From a Friend
Calgary: Data Insights with Python for Beginners on September 26th,17610580721,443075547,2015-07-29,1,"Yes, I'd like to mentor!",Free Order,Male,T3G4W6,,Facebook
Calgary: Data Insights with Python for Beginners on September 26th,17610580721,443201487,2015-07-30,1,"Yes, I'd like to attend!",PayPal Completed,Female,T4L 1R1,Windows,Other
Calgary: Data Insights with Python for Beginners on September 26th,17610580721,443202308,2015-07-30,1,"Yes, I'd like to attend!",PayPal Completed,Female,T4L 1R1,Windows,From a Friend
Calgary: Data Insights with Python for Beginners on September 26th,17610580721,443331510,2015-07-30,1,"Yes, I'd like to attend!",PayPal Completed,Female,T2Z0T5,Linux,Twitter
Calgary: Data Insights with Python for Beginners on September 26th,17610580721,444155501,2015-08-03,1,"Yes, I'd like to attend!",PayPal Completed,Male,T3E6S9,Windows,From a Friend
Calgary: Data Insights with Python for Beginners on September 26th,17610580721,444739974,2015-08-05,1,"Yes, I'd like to mentor!",Free Order,Female,T2R 0P2,,Other
Calgary: Data Insights with Python for Beginners on September 26th,17610580721,443283802,2015-07-30,1,"Yes, I'd like to attend!",Paid with Cheque,Female,NA,Other,From a Friend
Calgary: Data Insights with Python for Beginners on September 26th,17610580721,443283550,2015-07-30,1,"Yes, I'd like to attend!",Paid with Cheque,Female,NA,Other,From a Friend
Calgary: Data Insights with Python for Beginners on September 26th,17610580721,455577264,2015-09-15,1,"Yes, I'd like to mentor!",Free Order,Male,T2L 1H5,,Twitter
Calgary: Data Insights with Python for Beginners on September 26th,17610580721,456672572,2015-09-19,1,"Yes, I'd like to mentor!",Free Order,Male,T2R 0P1,,Other
Calgary: Data Insights with Python for Beginners on September 26th,17610580721,448043089,2015-08-18,1,"Yes, I'd like to mentor!",Free Order,Female,T2T6E7,,Other
Calgary: Data Insights with Python for Beginners on September 26th,17610580721,447235102,2015-08-14,1,"Yes, I'd like to mentor!",Free Order,Female,T3c 2z2,,Other
Calgary: Data Insights with Python for Beginners on September 26th,17610580721,454127004,2015-09-10,1,"Yes, I'd like to mentor!",Free Order,Female,T3H 5H7,,Other
Calgary: Data Insights with Python for Beginners on September 26th,17610580721,443061937,2015-07-29,1,"Yes, I'd like to attend!",PayPal Completed,Female,T3A0Z9,Windows,Other
Calgary: Data Insights with Python for Beginners on September 26th,17610580721,438388696,2015-07-09,1,"Yes, I'd like to attend!",PayPal Completed,Female,T4B 2N4,Windows,Other
Calgary: Data Insights with Python for Beginners on September 26th,17610580721,443037192,2015-07-29,1,"Yes, I'd like to attend!",PayPal Completed,Male,T2J 5Z7,Windows,Other
Calgary: Data Insights with Python for Beginners on September 26th,17610580721,442481035,2015-07-27,1,"Yes, I'd like to attend!",PayPal Completed,Female,T3C 0X6,Mac,Twitter
Calgary: Data Insights with Python for Beginners on September 26th,17610580721,457873004,2015-09-23,1,Make a Donation!,PayPal Completed,Female,T3E2K7,,Other
Calgary: Data Insights with Python for Beginners on September 26th,17610580721,444754552,2015-08-05,1,"Yes, I'd like to attend!",PayPal Completed,Female,T3L1M5,Mac,From a Friend
Calgary: Data Insights with Python for Beginners on September 26th,17610580721,443062476,2015-07-29,1,"Yes, I'd like to attend!",PayPal Completed,Female,V6Z 2L8,Windows,Other
Calgary: Data Insights with Python for Beginners on September 26th,17610580721,443129404,2015-07-29,1,"Yes, I'd like to attend!",PayPal Completed,Male,T2Y3X9,Mac,Other
Calgary: Data Insights with Python for Beginners on September 26th,17610580721,443044498,2015-07-29,1,"Yes, I'd like to attend!",PayPal Completed,Female,T3H0V3,Mac,Twitter
Calgary: Data Insights with Python for Beginners on September 26th,17610580721,436695172,2015-07-02,1,"Yes, I'd like to attend!",PayPal Completed,Female,T2X0Y4,Windows,Facebook
Calgary: Data Insights with Python for Beginners on September 26th,17610580721,436695172,2015-07-02,1,Make a Donation!,PayPal Completed,Female,T2X0Y4,,Facebook
Calgary: Data Insights with Python for Beginners on September 26th,17610580721,442896914,2015-07-28,1,"Yes, I'd like to attend!",PayPal Completed,Female,T2M 3H7,Mac,Other
Calgary: Data Insights with Python for Beginners on September 26th,17610580721,443152357,2015-07-29,1,"Yes, I'd like to attend!",PayPal Completed,Female,T2G 1M5,Mac,From a Friend
Calgary: Data Insights with Python for Beginners on September 26th,17610580721,457371764,2015-09-22,1,"Yes, I'd like to attend!",PayPal Completed,Female,T3G 5B1,Mac,Poster
Calgary: Data Insights with Python for Beginners on September 26th,17610580721,446195876,2015-08-11,1,"Yes, I'd like to attend!",PayPal Completed,Female,T2X 3V6,Windows,Other
Calgary: Data Insights with Python for Beginners on September 26th,17610580721,443509367,2015-07-31,1,"Yes, I'd like to attend!",PayPal Completed,Female,T3A4V1,Windows,Other
Calgary: Data Insights with Python for Beginners on September 26th,17610580721,443031388,2015-07-29,1,"Yes, I'd like to attend!",PayPal Completed,Female,T3J 4W6,Windows,Other
Calgary: Data Insights with Python for Beginners on September 26th,17610580721,446820074,2015-08-13,1,"Yes, I'd like to mentor!",Free Order,Female,T2S 3G4,,Twitter
Calgary: Data Insights with Python for Beginners on September 26th,17610580721,446278414,2015-08-11,1,"Yes, I'd like to attend!",PayPal Completed,Female,T2X 2X7,Windows,Other
Calgary: Data Insights with Python for Beginners on September 26th,17610580721,444672271,2015-08-05,1,"Yes, I'd like to attend!",PayPal Completed,Female,T2R0K7,Mac,Other
Calgary: Data Insights with Python for Beginners on September 26th,17610580721,444751161,2015-08-05,1,"Yes, I'd like to attend!",PayPal Completed,Female,T3K6C5,Windows,From a Friend
Calgary: Data Insights with Python for Beginners on September 26th,17610580721,443296520,2015-07-30,1,"Yes, I'd like to attend!",PayPal Completed,Female,T2N 0Z3,Windows,Facebook
Calgary: Data Insights with Python for Beginners on September 26th,17610580721,446237837,2015-08-11,1,"Yes, I'd like to attend!",PayPal Completed,Male,T2n0z3,Windows,From a Friend
Edmonton: Data Insights with Python for Beginners on September 26th,17610604793,443442521,2015-07-30,1,"Yes, I'd like to attend!",PayPal Completed,Female,T6E 6B6,Windows,Facebook
Edmonton: Data Insights with Python for Beginners on September 26th,17610604793,450233996,2015-08-26,1,"Yes, I'd like to attend!",PayPal Completed,Female,T6P 1G4,Windows,Other
Edmonton: Data Insights with Python for Beginners on September 26th,17610604793,450762601,2015-08-28,1,"Yes, I'd like to attend!",PayPal Completed,Female,T6G 2X5,Mac,From a Friend
Edmonton: Data Insights with Python for Beginners on September 26th,17610604793,452690995,2015-09-04,1,"Yes, I'd like to attend!",PayPal Completed,Female,T8L 3M5,Mac,Other
Edmonton: Data Insights with Python for Beginners on September 26th,17610604793,453639033,2015-09-09,1,"Yes, I'd like to attend!",PayPal Completed,Female,T6r2m7,Mac,Facebook
Edmonton: Data Insights with Python for Beginners on September 26th,17610604793,453652774,2015-09-09,1,"Yes, I'd like to attend!",PayPal Completed,Female,t5k1w4,Windows,Other
Edmonton: Data Insights with Python for Beginners on September 26th,17610604793,451867332,2015-09-02,1,"Yes, I'd like to mentor!",Free Order,Male,T8H0K5,,Other
Edmonton: Data Insights with Python for Beginners on September 26th,17610604793,442997208,2015-07-29,1,"Yes, I'd like to mentor!",Free Order,Male,T5Y 3A2,,Other
Edmonton: Data Insights with Python for Beginners on September 26th,17610604793,449875237,2015-08-25,1,"Yes, I'd like to attend!",PayPal Completed,Female,T6C0M5,Windows,Other
Edmonton: Data Insights with Python for Beginners on September 26th,17610604793,455503079,2015-09-15,1,"Yes, I'd like to mentor!",Free Order,Female,T6L 2H4,,From a Friend
Edmonton: Data Insights with Python for Beginners on September 26th,17610604793,437827143,2015-07-07,1,"Yes, I'd like to attend!",PayPal Completed,Female,t6r 3b8,Windows,Other
Edmonton: Data Insights with Python for Beginners on September 26th,17610604793,446324469,2015-08-11,1,"Yes, I'd like to attend!",PayPal Completed,Female,T6R 3A1,Mac,Other
Edmonton: Data Insights with Python for Beginners on September 26th,17610604793,437944547,2015-07-08,1,"Yes, I'd like to attend!",PayPal Completed,Female,T6T 0S7,Mac,Facebook
Edmonton: Data Insights with Python for Beginners on September 26th,17610604793,439979039,2015-07-16,1,"Yes, I'd like to attend!",PayPal Completed,Female,T5A5H2,Mac,Other
Edmonton: Data Insights with Python for Beginners on September 26th,17610604793,443929708,2015-08-02,1,"Yes, I'd like to attend!",PayPal Completed,Female,T6E 1Y6,Mac,Other
Edmonton: Data Insights with Python for Beginners on September 26th,17610604793,451783589,2015-09-01,1,"Yes, I'd like to attend!",PayPal Completed,Female,X1A 2A1,Mac,Twitter
Edmonton: Data Insights with Python for Beginners on September 26th,17610604793,437004574,2015-07-03,1,"Yes, I'd like to attend!",PayPal Completed,Female,T6C1W1,Mac,Facebook
Edmonton: Data Insights with Python for Beginners on September 26th,17610604793,444230536,2015-08-03,1,"Yes, I'd like to attend!",PayPal Completed,Female,T5A 1R6,Windows,Twitter
Edmonton: Data Insights with Python for Beginners on September 26th,17610604793,443046828,2015-07-29,1,"Yes, I'd like to attend!",PayPal Completed,Female,T5K2E4,Mac,Other
Edmonton: Data Insights with Python for Beginners on September 26th,17610604793,453163524,2015-09-07,1,"Yes, I'd like to attend!",PayPal Completed,Female,T5M 0Z7,Mac,From a Friend
Edmonton: Data Insights with Python for Beginners on September 26th,17610604793,449217816,2015-08-22,1,"Yes, I'd like to attend!",PayPal Completed,Female,T6G 0B9,Mac,From a Friend
Edmonton: Data Insights with Python for Beginners on September 26th,17610604793,457895036,2015-09-23,1,"Yes, I'd like to mentor!",Free Order,Female,T6R2B5,,From a Friend
Edmonton: Data Insights with Python for Beginners on September 26th,17610604793,451143231,2015-08-30,1,"Yes, I'd like to attend!",PayPal Completed,Female,T5k 1B5,Windows,From a Friend
Edmonton: Data Insights with Python for Beginners on September 26th,17610604793,436903504,2015-07-03,1,"Yes, I'd like to attend!",PayPal Completed,Female,T5X2K4,Mac,Other
Edmonton: Data Insights with Python for Beginners on September 26th,17610604793,448993538,2015-08-21,1,"Yes, I'd like to attend!",PayPal Completed,Female,T6G1Y7,Mac,Facebook
Edmonton: Data Insights with Python for Beginners on September 26th,17610604793,455130032,2015-09-14,1,"Yes, I'd like to mentor!",Free Order,Male,T6A1W9,,Other
Edmonton: Data Insights with Python for Beginners on September 26th,17610604793,444413542,2015-08-04,1,"Yes, I'd like to attend!",PayPal Completed,Female,T8h 2T9,Windows,Other
Edmonton: Data Insights with Python for Beginners on September 26th,17610604793,439857315,2015-07-15,1,"Yes, I'd like to attend!",PayPal Completed,Female,T5R 4J1,Mac,Other
Edmonton: Data Insights with Python for Beginners on September 26th,17610604793,446027286,2015-08-10,1,"Yes, I'd like to attend!",PayPal Completed,Female,T6G 2C6,Mac,From a Friend
Edmonton: Data Insights with Python for Beginners on September 26th,17610604793,455518421,2015-09-15,1,"Yes, I'd like to mentor!",Free Order,Other,T6J2E7,,From a Friend
Edmonton: Data Insights with Python for Beginners on September 26th,17610604793,437751409,2015-07-07,1,"Yes, I'd like to attend!",PayPal Completed,Male,T5M1T5,Other,Facebook
Edmonton: Data Insights with Python for Beginners on September 26th,17610604793,441483925,2015-07-22,1,"Yes, I'd like to attend!",PayPal Completed,Female,T6E 2L5,Windows,From a Friend
Edmonton: Data Insights with Python for Beginners on September 26th,17610604793,437735181,2015-07-07,1,"Yes, I'd like to attend!",PayPal Completed,Female,T5M0L6,Mac,Other
Edmonton: Data Insights with Python for Beginners on September 26th,17610604793,440126178,2015-07-16,1,"Yes, I'd like to mentor!",Free Order,Female,T5J 3M5,,From a Friend
Edmonton: Data Insights with Python for Beginners on September 26th,17610604793,453407138,2015-09-08,1,"Yes, I'd like to mentor!",Free Order,Female,T5J 3M5,,From a Friend
Edmonton: Data Insights with Python for Beginners on September 26th,17610604793,446450592,2015-08-12,1,"Yes, I'd like to attend!",PayPal Completed,Female,T4N 3G4,Mac,From a Friend
